,aid,Authors,Title,Pub_year,Concept_mod,Graphical,Robust,Response
550,566,"Nagendra, H.; Rocchini, D.; Ghate, R.",Beyond parks as monoliths: Spatially differentiating park-people relationships in the Tadoba Andhari Tiger Reserve in India,2010,0,0,0,None
881,943,"Naidoo, R. and Johnson, K.",Community-based conservation reduces sexual risk factors for HIV among men,2013,0,0,0,None
882,944,"Naidoo, R.; Weaver, L. C.; Stuart-Hill, G.; Tagg, J.",Effect of biodiversity on economic benefits from communal lands in Namibia,2011,0,0,0,None
551,567,"Naidu, S. C.","Legal exclusions, private wealth and livelihoods: An analysis of work time allocation in protected areas",2013,0,0,0,None
552,568,"Napier, V. R.; Branch, G. M.; Harris, J. M.","Evaluating conditions for successful co-management of subsistence fisheries in KwaZulu-Natal, South Africa",2005,0,0,0,None
553,570,"Nath, T. K.; Alauddin, M.","Sitakunda Botanical Garden and Eco-park, Chittagong, Bangladesh: Its impacts on a rural community",2006,0,0,0,None
883,945,"Nath, T. K.; Inoue, M.; Myant, H.","Small-scale agroforestry for upland community development: A case study from Chittagong Hill Tracts, Bangladesh",2005,0,0,0,None
884,946,"Naughton-Treves, L, Alix-Garcia, J and Chapman, CA","Lessons about parks and poverty from a decade of forest loss and economic growth around Kibale National Park, Uganda",2011,0,0,0,None
557,574,"Naughton-Treves, L.","Predicting Patterns of Crop Damage by Wildlife around Kibale National Park, Uganda",1998,0,0,0,None
885,947,"Naughton-Treves, L.","Farming the forest edge: Vulnerable places and people around Kibale National Park, Uganda",1997,0,0,0,None
558,575,"Nault, S.; Stapleton, P.","The community participation process in ecotourism development: A case study of the community of Sogoog, Bayan-Ulgii, Mongolia",2011,0,0,0,None
559,576,"Nautiyal, S.",Can conservation and development interventions in the Indian Central Himalaya ensure environmental sustainability? A socioecological evaluation,2011,0,0,0,None
560,577,"Nautiyal, S.; Rao, K. S.; Maikhuri, R. K.; Saxena, K. G.","Transhumant pastoralism in the Nanda Devi biosphere reserve, India: A case study in the buffer zone",2003,0,0,0,None
561,578,"Ndoye, O.; Tieguhong, J. C.",Forest resources and rural livelihoods: The conflict between timber and non-timber forest products in the Congo Basin,2004,0,0,0,None
886,948,"Neba, N. E.","Population dynamics, rural livelihoods and forest protection projects in Sub-Saharan Africa: Experiences from Santa, Cameroon",2007,0,0,0,None
887,949,"Neef, A.; Onchan, T.; Schwarzmeier, R.",Access to natural resources in Mainland Southeast Asia and implications for sustaining rural livelihoods - The case of Thailand,2003,0,0,0,None
562,579,"Nepal, S. K.; Weber, K. E.",The quandary of local people-park relations in Nepal's Royal Chitwan National Park,1995,0,0,0,None
563,580,"Nepal, S.; Spiteri, A.",Linking livelihoods and conservation: An examination of local residents' perceived linkages between conservation and livelihood benefits around Nepal's Chitwan National Park,2011,0,0,0,None
564,581,"Nepstad, D. C.; Boyd, W.; Stickler, C. M.; Bezerra, T.; Azevedo, A. A.","Responding to climate change and the global land crisis: REDD+, market transformation and low-emissions rural development",2013,0,0,0,None
888,950,"Newton, P.; Endo, W.; Peres, C. A.",Determinants of livelihood strategy variation in two extractive reserves in Amazonian flooded and unflooded forests,2012,0,0,0,None
566,583,"Newton, P.; Nichols, E. S.; Endo, W.; Peres, C. A.",Consequences of actor level livelihood heterogeneity for additionality in a tropical forest payment for environmental services programme with an undifferentiated reward structure,2012,0,0,0,None
567,584,"Nghiem, N.",Biodiversity conservation attitudes and policy tools for promoting biodiversity in tropical planted forests,2013,0,0,0,None
889,951,"Nguiffo, S",One forest and two dreams: The constraints imposed on the Baka in Miatta by the Dja Wildlife Reserve,2001,0,0,0,None
891,953,"Niesenbaum, R. A., Salazar, M. E., and Diop, A. M.","Community forestry in, the Mayan Biosphere Reserve in Guatemala. Journal of Sustainable Forestry, 19(4): and 11-28.",2005,0,0,0,None
892,954,"Nigah, M.","An assessment of Seechewal Initiative in the State of Punjab, India: An example of community-based conservation?",2007,0,0,0,None
895,957,"Nkhata, B. A.; Breen, C. M.",Performance of community-based natural resource governance for the Kafue Flats (Zambia),2010,0,0,0,None
570,587,"Novelli, M.; Barnes, J. I.; Humavindu, M.",The other side of the ecotourism coin: Consumptive tourism in Southern Africa,2006,0,0,0,None
896,958,"Novellino, D.; Dressler, W. H.","The role of ""hybrid"" NGOs in the conservation and development of Palawan Island, The Philippines",2010,0,0,0,None
571,588,"Novriyanto, ; Wibowo, J. T.; Iskandar, W.; Campbell-Smith, G.; Linkie, M.","Linking coastal community livelihoods to marine conservation in Aceh, Indonesia",2012,0,0,0,None
572,589,"Nunan, F.","Wealth and welfare? Can fisheries management succeed in achieving multiple objectives? A case study of Lake Victoria, East Africa",2013,0,0,0,None
574,591,"Nuon, V.; Gallardo, W.","Perceptions of the local community on the outcome of community fishery management in Krala Peah village, Cambodia",2011,0,0,0,None
897,959,"Nyahongo, J, Holmern, T, Kaltenborn, BP and Roskaft, E","Spatial and temporal variation in meat and fish consumption among people in the western Serengeti, Tanzania: the importance of migratory herbivores",2009,0,0,0,None
898,960,"Nyenza, O. M.; Nzunda, E. F.; Katani, J. Z.","Socio-ecological resilience of people evicted for establishment of Uluguru nature reserve in morogoro region, Tanzania",2013,0,0,0,None
797,853,"O'Neal Campbell, M.",Sacred Groves for forest conservation in Ghana's coastal savannas: assessing ecological and social dimensions,2005,0,0,0,None
577,594,"Oettle, N.; Arendse, A.; Koelle, B.; Van Der Poll, A.",Community exchange and training in the Suid Bokkeveld: A UNCCD pilot project to enhance livelihoods and natural resource management,2004,0,0,0,None
899,961,"Ogada, M.J.",Forest Management Decentralization in Kenya: Effects on Household Farm Forestry Decisions in Kakamega.,2012,0,0,0,None
578,595,"Ogar, A. M.; Enete, A. A.","Performance of forest management committees in Cross River state, Nigeria",2010,0,0,0,None
579,596,"Ogra, M.","Attitudes toward resolution of human - Wildlife conflict among forest-dependent agriculturalists near Rajaji National Park, India",2009,0,0,0,None
580,597,"Ogra, M. V.",Gender and community-oriented wildlife conservation: Views from project supervisors in India,2012,0,0,0,None
900,962,"Ogra, M.; Badola, R.","Compensating human-wildlife conflict in protected area communities: Ground-Level perspectives from Uttarakhand, India",2008,0,0,0,None
582,599,"Ogutu, Z. A.","The impact of ecotourism on livelihood and natural resource management in eselenkei, amboseli ecosystem, Kenya",2002,0,0,0,None
583,600,"Ogutu, Z. A.",Conflicts over resources: Saiwa Swamp National Park (Kenya) and its environs,1997,0,0,0,None
901,963,"Okello, M. M.; Buthmann, E.; Mapinu, B.; Kahi, H. C.","Community opinions on wildlife, resource use and livelihood competition in Kimana group ranch near Amboseli, Kenya",2011,0,0,0,None
584,601,"Oo, T. N.; Park, Y. D.; Woo, S. Y.; Phonguodume, C.; Lee, Y. K.","Contributions of community forestry to the rural livelihoods and watershed conservation: A case study in Ywangan township, Shan state, Myanmar",2012,0,0,0,None
585,602,"Oonyu, J. C.","Conservation education and the attitudes of local communities living adjacent to Mt. elgon national park, Uganda",2009,0,0,0,None
902,964,"Oracion, E. G., Miller, M. L. and Christie, P.","Marine protected areas for whom? Fisheries, tourism, and solidarity in a Philippine community",2005,0,0,0,None
586,603,"Ormsby, A.","Analysis of local attitudes toward the sacred groves of Meghalaya and Karnataka, India",2013,0,0,0,None
903,965,"Ormsby, A.; Mannle, K.","Ecotourism benefits and the role of local guides at Masoala National Park, Madagascar",2006,0,0,0,None
588,605,"Osano, P. M.; Said, M. Y.; de Leeuw, J.; Ndiwa, N.; Kaelo, D.; Schomers, S.; Birner, R.; Ogutu, J. O.","Why keep lions instead of livestock? Assessing wildlife tourism-based payment for ecosystem services involving herders in the Maasai Mara, Kenya",2013,0,0,0,None
589,606,"Otieno, A. C.; Kapiyo, R. A.; Oindo, B. O.; Mukadasi, B.","Local communities and compliance with the forestry policy: Perspectives from south busoga central forest reserve, mayuge district, eastern Uganda",2012,0,0,0,None
590,607,"Owino, A. O.; Jillo, A. H.; Kenana, M. L.",Socio-economics and wildlife conservation of a peri-urban national park in central Kenya,2012,0,0,0,None
905,967,"Oyono, P. R.; Biyong, M. B.; Samba, S. K.",Beyond the decade of policy and community euphoria: The state of livelihoods under new local rights to forest in rural Cameroon,2012,0,0,0,None
906,968,"Pacheco, L.; Fraixedas, S.; Fernandez-Llamazares, A.; Estela, N.; Mominee, R.; Guallar, F.",Perspectives on Sustainable Resource Conservation in Community Nature Reserves: A Case Study from Senegal,2012,0,0,0,None
591,608,"Padmanaba, M.; Sheil, D.",Finding and promoting a local conservation consensus in a globally important tropical forest landscape,2007,0,0,0,None
592,609,"Pandit, B. H.; Albano, A.; Kumar, C.",Community-based forest enterprises in Nepal: An analysis of their role in increasing income benefits to the poor,2009,0,0,0,None
908,970,"Pandit, B. H.; Thapa, G. B.",A tragedy of non-timber forest resources in the mountain commons of Nepal,2003,0,0,0,None
909,971,"Parker, P.; Thapa, B.","Distribution of benefits based on household participation roles in decentralized conservation within Kanchenjunga Conservation Area Project, Nepal",2011,0,0,0,None
593,610,"Pasquini, L.; Cowling, R. M.; Twyman, C.; Wainwright, J.","Devising appropriate policies and instruments in support of private conservation areas: Lessons learned from the klein Karoo, South Africa",2010,0,0,0,None
910,972,"Patenaude, G. and Lewis, K.",The Impacts of Tanzania's Natural Resource Management Programmes for Ecosystem Services and Poverty Alleviation,2014,0,0,0,None
595,612,"Pegas, F.; Coghlan, A.; Rocha, V.",An exploration of a mini-guide programme: Training local children in sea turtle conservation and ecotourism in Brazil,2012,0,0,0,None
911,973,"Perry-Fingal, Betty.","A case study of community-based tourism within the Morne Trois Pitons world heritage site, Dominica. Caribbean Natural Resources Institute .",2009,0,0,0,None
912,974,"Pershe, L., Fischer, H., Chhatre, A., Agrawal, A., Benson, C.",Biodiversity conservation and livelihoods in human-dominated landscapes: Forest commons in South Asia,2010,0,0,0,None
597,614,"Peterson, A. M.; Stead, S. M.",Rule breaking and livelihood options in marine protected areas,2011,0,0,0,None
598,615,"Pfund, J. L.; Watts, J. D.; BoissiՌre, M.; Boucard, A.; Bullock, R. M.; Ekadinata, A.; Dewi, S.; Feintrenie, L.; Levang, P.; Rantala, S.; Sheil, D.; Sunderland, T. C. H.; Urech, Z. L.",Understanding and integrating local perceptions of trees and forests into incentives for sustainable landscape management,2011,0,0,0,None
599,616,"Phiri, M.; Chirwa, P. W.; Watts, S.; Syampungani, S.",Local community perception of joint forest management and its implications for forest condition: The case of Dambwa Forest Reserve in southern Zambia,2012,0,0,0,None
600,617,"Phuc, T. X.",Why did the forest conservation policy fail in the Vietnamese uplands? Forest conflicts in Ba Vi National Park in Northern Region,2009,0,0,0,None
601,618,"Pinyopusarerk, K.; Tran, T. T. H.; Tran, V. D.",Making community forest management work in northern Vietnam by pioneering participatory action,2014,0,0,0,None
602,619,"Pomeroy, R. S.; Pollnac, R. B.; Katon, B. M.; Predo, C. D.","Evaluating factors contributing to the success of community-based coastal resource management: The Central Visayas Regional Project-1, Philippines",1997,0,0,0,None
913,975,"Pomeroy, R., Oracion, E., Pollnac, R. and Caballes, D.",Perceived economic factors influencing the sustainability of integrated coastal management projects in the Philippines,2005,0,0,0,None
603,620,"Pomeroy, R.; Parks, J.; Pollnac, R.; Campson, T.; Genio, E.; Marlessy, C.; Holle, E.; Pido, M.; Nissapa, A.; Boromthanarat, S.; Hue, N. T.",Fish wars: Conflict and collaboration in fisheries management in Southeast Asia,2007,0,0,0,None
604,621,"Poungngamchuen, J.; Namvises, K.","People s participation in Dong Na Tham community forest management project, Ubon Ratchathani, Thailand",2012,0,0,0,None
605,622,"Prasad, R.; Kant, S.","Institutions, forest management, and sustainable human development - Experiences from India",2003,0,0,0,None
914,976,"Quinion, A., Chirwa, P.W., Akinnifesi, F.K., Ajayi, O.C.,.","Do agroforestry technologies improve the livelihoods of the resource poor farmers? Evidence from Kasungu and Machinga districts of Malawi.. Agroforestry Systems. 80, 457_465.",2010,0,0,0,None
608,625,"Ramadhani, A.",Promoting good forest governance for sustainable livelihood improvement: A Tanzanian example,2010,0,0,0,None
609,626,"Rambo, A. T.; Vien, T. D.","Social organization and the management of natural resources: A case study of Tat Hamlet, a Da Bac Tay ethnic minority settlement in Vietnam's Northwestern mountains",2001,0,0,0,None
611,628,"Rantala, S.; Bullock, R.; Mbegu, M. A.; German, L. A.","Community-Based Forest Management: What Scope for Conservation and Livelihood Co-Benefits? Experience from the East Usambara Mountains, Tanzania",2012,0,0,0,None
612,629,"Rao, K. S.; Nautiyal, S.; Maikhuri, R. K.; Saxena, K. G.","Management Conflicts in the Nanda devi Biosphere Reserve, India",2000,0,0,0,None
915,977,"Rao, K. S.; Nautiyal, S.; Maikhuri, R. K.; Saxena, K. G.","Local peoples' knowledge, aptitude and perceptions of planning and management issues in Nanda Devi Biosphere Reserve, India",2003,0,0,0,None
613,630,"Rao, K. S.; Saxena, K. G.",Minor forest products' management: Problems and prospects in remote high altitude villages of Central Himalaya,1996,0,0,0,None
614,631,"Rao, M.; Htun, S.; Zaw, T.; Myint, T.","Hunting, livelihoods and declining wildlife in the Hponkanrazi wildlife sanctuary, North Myanmar",2010,0,0,0,None
916,978,"Rastogi, A.",Understanding the social dimensions of tiger conservation in India,2013,0,0,0,None
615,632,"Rasul, G.; Choudhary, D.; Pandit, B. H.; Kollmair, M.",Poverty and livelihood impacts of a medicinal and aromatic plants project in India and Nepal: An assessment,2012,0,0,0,None
616,633,"Rasul, G.; Karki, M.; Sah, R.",The role of non-timber forest products in poverty reduction in India: Prospects and problems,2008,0,0,0,None
617,634,"Rechlin, M. A.; Hammett, A. L.; Burch, W. R.; Song, Y.","Sharing the Wealth: A Comparative Studyof the Distribution of Benefits from Community Forestry Management in Southern China and Nepal",2002,0,0,0,None
995,1056,"Reid, C., Thorpe, C., Smith, S.F.",Mainstreaming fisheries in development and poverty reduction strategies on the Asia-Pacific region,2008,0,0,0,None
918,981,"Reisland, M.A.",Conservation in a Sacred Forest: An Integrated Approach to Assessing the Management of a Community-Based Conservation Site,2013,0,0,0,None
919,982,"Richards, M.","Protected areas, people and incentives in the search for sustainable forest conservation in Honduras",1996,0,0,0,None
920,983,"Richardson RB, Fernandez A, Tschirley D, Tembo G:",Wildlife Conservation in and Zambia: impacts on rural household welfare.,2012,0,0,0,None
1042,1112,Riehl et al.,Effects of community-based natural resource management on household welfare in Namibia,2015,0,0,0,None
619,636,"Rijal, A.",The Chepang and forest conservation in the central mid-hills of Nepal,2010,0,0,0,None
921,984,"Ring, M.W.","Analyzing co-management in Cogtong Bay, Philippines",1998,0,0,0,None
922,985,"Rinzin, C.; Vermeulen, W. J. V.; Wassen, M. J.; Glasbergen, P.",Nature conservation and human well-being in Bhutan: An assessment of local community perceptions,2009,0,0,0,None
620,637,"Rishi, P.",PLURALISM IN PROTECTED AREA MANAGEMENT: A CASE STUDY ON KEOLADEO NATIONAL PARK IN INDIA,2004,0,0,0,None
622,639,"Rishi, P.; Moghe, S.; Upadhyay, B. K.",Analysis of hierarchy of needs and motivational strategies for eco-development planning in two national parks of India,2008,0,0,0,None
623,640,"Rist, L.; Shanley, P.; Sunderland, T.; Sheil, D.; Ndoye, O.; Liswanti, N.; Tieguhong, J.",The impacts of selective logging on non-timber forest products of livelihood importance,2012,0,0,0,None
624,641,"Rizek, M. B.; Morsello, C.",Impacts of Trade in Non-timber Forest Products on Cooperation among Caboclo Households of the Brazilian Amazon,2012,0,0,0,None
924,987,"Robalino, J. and L. Villalobos-Flatt",Conservation Policies and Labor Markets: Unraveling the effects of national parks on local wages in Costa Rica,2010,0,0,0,None
625,642,"Robertson, J.; Lawes, M. J.","User perceptions of conservation and participatory management of iGxalingenwa forest, South Africa",2005,0,0,0,None
626,643,"Rodriguez de Francisco, J. C.; Budds, J.; Boelens, R.","Payment for Environmental Services and Unequal Resource Control in Pimampiro, Ecuador",2013,0,0,0,None
627,644,"Ronnback, P.; Crona, B.; Ingwall, L.",The return of ecosystem goods and services in replanted mangrove forests: perspectives from local communities in Kenya,2007,0,0,0,None
628,645,"Roshetko, J. M.; Rohadi, D.; Perdana, A.; Sabastian, G.; Nuryartono, N.; Pramono, A. A.; Widyani, N.; Manalu, P.; Fauzi, M. A.; Sumardamto, P.; Kusumowardhani, N.","Teak agroforestry systems for livelihood enhancement, industrial timber production, and environmental rehabilitation",2013,0,0,0,None
925,988,"Rugendyke, B.; Son, N. T.","Conservation costs: Nature-based tourism as development at Cue Phuong national park, Vietnam",2005,0,0,0,None
926,989,"Ruiz-P_rez, M., Almeida, M., Dewi, S., Lozano Costa, E.M., Pantoja, M.C., Puntodewo, A., Arruda Postigo, A. de and Andrade, A.",Conservation and development in Amazonian extractive reserves: The case of Alto Juru_,2005,0,0,0,None
632,649,"Rust, N. A.; Marker, L. L.",Attitudes Toward Predators and Conservancies Among Namibian Farmers,2013,0,0,0,None
928,991,"Saayman, M.; Saayman, A.; Ferreira, M.",The socio-economic impact of the Karoo National Park,2009,0,0,0,None
633,650,"Sachedina, H. T.",Disconnected nature: The scaling up of African wildlife foundation and its impacts on biodiversity conservation and local livelihoods,2010,0,0,0,None
634,651,"Saelemyr, S. T.","People, park and plant use: Perception and use of Andean 'nature' in the southern Ecuadorian Andes",2004,0,0,0,None
929,992,"Saito-Jensen, M.; Nathan, I.; Treue, T.","Beyond elite capture? Community-based natural resource management and power in Mohammed Nagar village, Andhra Pradesh, India",2010,0,0,0,None
930,993,"Sakulas, H.",Konsevason na Divelomen insait: An Evalution of Integrated Conservation and Development Projects in PNG,2012,0,0,0,None
932,995,"Sang, D.T., Ogata, K., Yabe, M.","Contribution of Forest Resources to Local PeopleՎs Income: A Case Study in Cat Tien Biosphere Reserve, Vietnam",2010,0,0,0,None
933,996,"Sanginga, P. C.; Abenakyo, A.; Kamugisha, R.; Martin, A. M.; Muzira, R.",Tracking outcomes of social capital and institutional innovations in natural resources management: Methodological issues and empirical evidence from participatory bylaw reform in Uganda,2010,0,0,0,None
934,1116,"Sanginga, P. C.; Kamugisha, R. N.; Martin, A. M.","Conflicts management, social capital and adoption of agroforestry technologies: Empirical findings from the highlands of southwestern Uganda",2007,0,0,0,None
935,997,"Sarap, K.; Sarangi, T. K.; Naik, J.","Implementation of forest rights act 2006 in Odisha: Process, constraints and outcome",2013,0,0,0,None
637,654,"Sarker, A. H. M. R.; RՌskaft, E.","Human-wildlife conflicts and management options in Bangladesh, with special reference to Asian elephants (Elephas maximus)",2010,0,0,0,None
638,655,"Sarker, Ahmr; Roskaft, E.",Human attitudes towards the conservation of protected areas: a case study from four protected areas in Bangladesh,2011,0,0,0,None
640,657,"Sassen, M.; Sheil, D.; Giller, K. E.; ter Braak, C. J. F.",Complex contexts and dynamic drivers: Understanding four decades of forest loss and recovery in an East African protected area,2013,0,0,0,None
937,999,"Saunders, F.","It's like herding monkeys into a conservation enclosure: The formation and establishment of the Jozani-Chwaka Bay National Park, Zanzibar, Tanzania",2011,0,0,0,None
641,658,"Schachenmann, P.",Spiritual values in Madagascar: The starting point for endogenous conservation initiatives,2006,0,0,0,None
642,659,"Schelhas, J.; Sherman, R. E.; Fahey, T. J.; Lassoie, J. P.",Linking community and national park development: A case from the Dominican Republic,2002,0,0,0,None
1007,1069,"Schmitt, J.A.","Improving conservation efforts in the Serengeti ecosystem, Tanzania: An examination of knowledge, benefits, costs, and attitudes",2010,0,0,0,None
643,660,"Scholte, P.; De Groot, W. T.; Mayna, Z.; Talla,",Protected area managers' perceptions of community conservation training in West and Central Africa,2005,0,0,0,None
644,661,"Schumann, M.; Watson, L. H.; Schumann, B. D.",Attitudes of Namibian commercial farmers toward large carnivores: The influence of conservancy membership,2008,0,0,0,None
939,1001,"Schwerdtner M__ez, K.; Dandava, L.; Ekau, W.",Fishing the last frontier: The introduction of the marine aquarium trade and its impact on local fishing communities in Papua New Guinea,2014,0,0,0,None
645,662,"Scriven, J. N. H.; Malhi, Y.",Smallholder REDD+ strategies at the forest-farm frontier: A comparative analysis of options from the Peruvian Amazon,2012,0,0,0,None
646,663,"Sekhar, N. U.","Local people's attitudes towards conservation and wildlife tourism around Sariska Tiger Reserve, India",2003,0,0,0,None
940,1002,"Sekhar, NU","Crop and livestock depredation caused by wild animals in protected areas: the case of Sariska Tiger Reserve, Rajasthan, India",1998,0,0,0,None
941,1003,"Selebatso, M.; Moe, S. R.; Swenson, J. E.",Do farmers support cheetah Acinonyx jubatus conservation in Botswana despite livestock depredation?,2008,0,0,0,None
1008,1070,"Senyk, J.P.J.","Concurrent conservation and development: Lessons learned from a community-based case in Thailand",2006,0,0,0,None
942,1004,"Setiawan, A.; Cinner, J. E.; Sutton, S. G.; Mukminin, A.","The perceived impact of customary marine resource management on household and community welfare in Northern Sumatra, Indonesia",2012,0,0,0,None
647,664,"Shackleton, C. M.; Timmermans, H. G.; Nongwe, N.; Hamer, N.; Palmer, N. R.",Direct-use values of non-timber forest products from two areas on the transkei wild coast,2007,0,0,0,None
649,666,"Sheppard, D. J.; Moehrenschlager, A.; McPherson, J. M.; Mason, J. J.",Ten years of adaptive community-governed conservation: Evaluating biodiversity protection and poverty alleviation in a West African hippopotamus reserve,2010,0,0,0,None
650,667,"Shoo, R. A.; Songorwa, A. N.","Contribution of eco-tourism to nature conservation and improvement of livelihoods around Amani nature reserve, Tanzania",2013,0,0,0,None
943,1005,"Shrestha, K. K. and McManus, P.","The politics of community participation in, Australian, natural resource management: lessons from community forestry in Nepal. and Forestry, 71(2): 135-146.",2008,0,0,0,None
944,1006,"Shrestha, K. K. and McManus, P.","The embeddedness of collective action in and Nepalese community forestry. Small-scale Forestry, 6(3): 273-290",2007,0,0,0,None
651,668,"Shrestha, R. K.; Alavalapati, J. R. R.","Linking conservation and development: An analysis of local people's attitude towards Koshi Tappu Wildlife Reserve, Nepal",2006,0,0,0,None
652,669,"Shuib, A.; Yee, L. S.; Edman, S.","Attitudes of local communities towards conservation of the mangrove ecosystem in Kuching, Sarawak",2012,0,0,0,None
1010,1072,"Shukla, S.","Interconnections among community-based conservation, local knowledge and environmental education: Case studies from India",2007,0,0,0,None
653,670,"SID-Consult-Support Integrated DevelopmentBezabih Emana","Final Evaluation of Pastoralist Food Security Partnership Project, Oromia Regional State, Ethiopia",2010,0,0,0,None
656,673,"Sills, E.; Saha, S.",Subsidies for rubber: Conserving rainforests while sustaining livelihoods in the Amazon?,2010,0,0,0,None
945,1007,"Silori, C. S.","Perception of local people towards conservation of forest resources in Nanda Devi Biosphere Reserve, north-western Himalaya, India",2007,0,0,0,None
946,1008,"Sims, KRE",Conservation and development: Evidence from Thai protected areas,2010,0,0,0,None
947,1009,"Sinclaira, A. J.; Collinsa, S. A.; Spalingb, H.","The role of participant learning in community conservation in the Arabuko-Sokoke Forest, Kenya",2011,0,0,0,None
658,675,"Singh, T. V.; Singh, S.","On bringing people and park together through ecotourism: The Nanda Devi National Park, India",2004,0,0,0,None
659,676,"Sinha, B. C.; Qureshi, Q.; Uniyal, V. K.; Sen, S.","Economics of wildlife tourism-contribution to livelihoods of communities around Kanha tiger reserve, India",2012,0,0,0,None
660,677,"Sinha, H.; Suar, D.",Values and people's participation in community based forest management,2003,0,0,0,None
661,678,"Sinu, P. A.; Kent, S. M.; Chandrashekara, K.","Forest resource use and perception of farmers on conservation of a usufruct forest (Soppinabetta) of Western Ghats, India",2012,0,0,0,None
662,679,"Sitorus, T.","Linking Conservation of Biodiversity and Community Livelihood in Komodo National Park, Indonesia",2011,0,0,0,None
948,1010,"Slater, R.","Between a rock and a hard place: Contested livelihoods in Qwaqwa National Park, South Africa",2002,0,0,0,None
949,1011,"Snyman, S. L.",The role of tourism employment in poverty reduction and community perceptions of conservation and tourism in southern Africa,2012,0,0,0,None
1009,1071,Societe Generale de Surveillance (SGS),The N_el Kempff climate action project: validation and verification report,2008,0,0,0,None
950,1012,"Sokile, C. S., van, and and Koppen, B.",Local water rights and local water user entities: the unsung heroines of water resource management in Tanzania,2004,0,0,0,None
952,1014,"Songorwa, AN",Community-based wildlife management (CWM) in Tanzania: Are the communities interested?,1999,0,0,0,None
664,681,"Spaling, H.; Montes, J.; Sinclair, J.",Best practices for promoting participation and learning for sustainability:lessons from community-based environmental assessment in kenya and tanzania,2011,0,0,0,None
953,1015,"Spenceley, A.; Goodwin, H.","Nature-based tourism and poverty alleviation: Impacts of private sector and parastatal enterprises in and around Kruger National Park, South Africa",2007,0,0,0,None
665,682,"Spiteri, A.; Nepal, S. K.","Distributing conservation incentives in the buffer zone of Chitwan National Park, Nepal",2008,0,0,0,None
666,683,"Spiteri, A.; Nepal, S. K.",Evaluating local benefits from conservation in Nepal's Annapurna Conservation Area,2008,0,0,0,None
667,684,"Stanford, R. J.; Wiryawan, B.; Bengen, D. G.; Febriamansyah, R.; Haluan, J.",Improving livelihoods in fishing communities of West Sumatra: More than just boats and machines,2014,0,0,0,None
955,1017,"Stern, M.",Assessing policies promoting poverty alleviation and marine resources,2012,0,0,0,None
668,685,"Stern, M. J.",Payoffs Versus Process: Expanding the Paradigm for Park/People Studies Beyond Economic Rationality,2010,0,0,0,None
956,1018,"Stoffle, R.; Minnis, J.","Marine protected areas and the coral reefs of traditional settlements in the Exumas, Bahamas",2007,0,0,0,None
669,686,"Stoll-Kleemann, S.; De La Vega-Leinert, A. C.; Schultz, L.",The role of community participation in the effectiveness of UNESCO Biosphere Reserve management: Evidence and reflections from two parallel global surveys,2010,0,0,0,None
670,687,"Straede, S.; Treue, T.",Beyond buffer zone protection: A comparative study of park and buffer zone products' importance to villagers living inside Royal Chitwan National Park and to villagers living in its buffer zone,2006,0,0,0,None
959,1021,"Strauch, A. M., and Almedom and M., A.",Traditional Water Resource Management and Water Quality in Rural Tanzania,2011,0,0,0,None
960,1022,"Strauch, A.M.",Drivers of surface water quality and their consequences for social-ecological systems in semi-arid Africa: Case studies from Tanzania and Zimbabwe,2010,0,0,0,None
961,1023,"Stronza, A and Gordillo, J",Community views of ecotourism,2008,0,0,0,None
671,688,"Stronza, A.",The economic promise of ecotourism for conservation,2007,0,0,0,None
672,689,"Studsrod, J. E.; Wegge, P.","Park-People Relationships: The Case of Damage Caused by Park Animals Around the Royal Bardia National Park, Nepal",1995,0,0,0,None
673,690,"Sudtongkong, C.; Webb, E. L.",Outcomes of state- vs. community-based mangrove management in Southern Thailand,2008,0,0,0,None
674,691,"Suh, J.",The past and future of community-based forest management in the Philippines,2012,0,0,0,None
675,692,"Suich, H.",The effectiveness of economic incentives for sustaining community based natural resource management,2013,0,0,0,None
962,1024,"Suich, H.",The livelihood impacts of the Namibian community based natural resource management programme: A meta-synthesis,2010,0,0,0,None
676,693,"Sultana, P.; Thompson, P.",Methods of consensus building for community-based fisheries management in Bangladesh and the Mekong Delta,2004,0,0,0,None
677,694,"Sultana, P.; Thompson, P. M.",Community based fisheries management and fisher livelihoods: Bangladesh case studies,2007,0,0,0,None
963,1025,"Sumba, D., Warinwa, F., Lenaiyasa, P., and Muruthi, P.",The Koija Starbeds Ecolodge: A Case Study of a Conservation Enterprise in Kenya,2007,0,0,0,None
964,1026,"Sun, Q.","Rebuilding common property management: a case study of, community-based natural resource management in rural Guizhou, China.",2007,0,0,0,None
678,695,"Suparat, B.; Singseewo, A.; Pinyoanuntapong, B.; Thamaseananupap, P.","A study and development on knowledge, attitude and practice in forest conservation and reforestration of youth in Ban Khao Phra community Nakhon Nayok Province",2010,0,0,0,None
679,696,"Suyanto, S.; Khususiyah, N.; Leimona, B.","Poverty and environmental services: Case study in Way Besai Watershed, Lampung Province, Indonesia",2007,0,0,0,None
680,697,"Svarrer, K.; Olsen, C. S.",The economic value on non-timber forest products - A case study from Malaysia,2005,0,0,0,None
966,1027,"Svensson, P.; Rodwell, L. D.; Attrill, M. J.",The perceptions of local fishermen towards a hotel managed marine reserve in Vietnam,2010,0,0,0,None
